Tipologia_Luogo,Nome_Descrizione,Dettagli_Struttura,Prezzo_Totale,Paga_Zero_Oggi,Cancellazione_Gratuita,URL_Annuncio,Prezzo_Mostra_Totale,Prezzo_Mostra_Notte
Appartamento ⋅ Venezia,a pochi minuti dalla biennale e da P.zza San Marco,"a pochi minuti dalla biennale e da P.zza San Marco | 2 camere da letto 2 camere da letto 2 bagni , · 2 bagni | Host privato Host privato",10.070 € in totale Mostra il dettaglio dei prezzi  10.070 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1126024346850122681,10070,1007.0
Appartamento ⋅ Venezia,*Luminoso appartamento di S. Mark con balcone e connessione a Internet in fibra,"*Luminoso appartamento di S. Mark con balcone e connessione a Internet in fibra | 1 camera da letto 1 camera da letto 1 letto a 2 piazze , · 1 letto a 2 piazze 1 bagno , · 1 bagno | Host privato Host privato",3834 € in totale Mostra il dettaglio dei prezzi  3834 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/48264504,3834,383.4
Appartamento ⋅ Venezia,"Rio San Lorenzo vista canale, 5 minuti a San Marco","Rio San Lorenzo vista canale, 5 minuti a San Marco | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host professionista Host professionista",4550 € 3780 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1386106886831117234,3780,378.0
Appartamento ⋅ Venezia,SPLENDIDA esperienza con VISTA SUL CANALE vicino a San Marco,"SPLENDIDA esperienza con VISTA SUL CANALE vicino a San Marco | 1 camera da letto 1 camera da letto 1 letto a 2 piazze , · 1 letto a 2 piazze 1 bagno , · 1 bagno | Host privato Host privato",7116 € in totale Mostra il dettaglio dei prezzi  7116 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/42429568,7116,711.6
Appartamento ⋅ Venezia,Appartamento con giardino R&r nel quartiere Castello,"Appartamento con giardino R&r nel quartiere Castello | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 2 bagni , · 2 bagni | Host professionista Host professionista",6317 € in totale Mostra il dettaglio dei prezzi  6317 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/955691533700422314,6317,631.7
Appartamento ⋅ Venezia,Appartamento deluxe Biennale R&r,"Appartamento deluxe Biennale R&r | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host professionista Host professionista",4486 € in totale Mostra il dettaglio dei prezzi  4486 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1049918645815165674,4486,448.6
Appartamento ⋅ Venezia,Ca'Lavinia • 2 suite • 2 bagni • 10 min da San Marco,"Ca'Lavinia • 2 suite • 2 bagni • 10 min da San Marco | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 2 bagni , · 2 bagni | Host privato Host privato",5045 € in totale Mostra il dettaglio dei prezzi  5045 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1104833527912113318,5045,504.5
Venezia: stanza,Accogliente casa e bagno con costumista,"Accogliente casa e bagno con costumista | 1 letto 1 letto 1 bagno , · 1 bagno | Host privato Host privato",2996 € in totale Mostra il dettaglio dei prezzi  2996 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1179720635442247495,2996,299.6
Appartamento ⋅ Venezia,Vera Aqua,"Vera Aqua | 1 letto 1 letto Nessun bagno , · Nessun bagno | Host privato Host privato",4015 € in totale Mostra il dettaglio dei prezzi  4015 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1138419410649688342,4015,401.5
Appartamento ⋅ Venezia,Stanza degli artisti,"Stanza degli artisti | 1 camera da letto 1 camera da letto 1 bagno , · 1 bagno | Host privato Host privato",3330 € in totale Mostra il dettaglio dei prezzi  3330 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1136179732695200867,3330,333.0
Lido di Venezia: stanze,Spaziosa casa a Lido di Venezia vicino al traghetto e al mare,"Spaziosa casa a Lido di Venezia vicino al traghetto e al mare | 3 camere da letto 3 camere da letto 4 letti , · 4 letti 1 bagno , · 1 bagno | Host professionista Host professionista",13.865 € in totale Mostra il dettaglio dei prezzi  13.865 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/968713406283108635,13865,1386.5
Appartamento ⋅ Venezia,"Appartamento di lusso vicino a Piazza Piazza San Marco, vista sul canale","Appartamento di lusso vicino a Piazza Piazza San Marco, vista sul canale | 1 camera da letto 1 camera da letto 1 letto a 2 piazze , · 1 letto a 2 piazze 1 bagno , · 1 bagno | Host professionista Host professionista",5045 € in totale Mostra il dettaglio dei prezzi  5045 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/12818221,5045,504.5
Appartamento ⋅ Venezia,Appartamento Real Biennale,"Appartamento Real Biennale | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host professionista Host professionista",8224 € in totale Mostra il dettaglio dei prezzi  8224 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1494810355107522424,8224,822.4
Appartamento ⋅ Venezia,Appartamento con vista sul canale di Venezia,"Appartamento con vista sul canale di Venezia | 1 camera da letto 1 camera da letto 2 letti a 2 piazze , · 2 letti a 2 piazze 1 bagno , · 1 bagno | Host professionista Host professionista",6949 € 6350 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/30760815,6350,635.0
Appartamento ⋅ Venezia,Ca' Barbarina 1,"Ca' Barbarina 1 | 2 camere da letto 2 camere da letto 4 letti , · 4 letti 2 bagni , · 2 bagni | Host professionista Host professionista",6181 € 5587 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1355742172750173409,5587,558.7
Appartamento ⋅ Venezia,"Ca' Campaniel, il tuo angolo segreto a Venezia","Ca' Campaniel, il tuo angolo segreto a Venezia | 1 camera da letto 1 camera da letto 4 letti , · 4 letti 1 bagno , · 1 bagno | Host professionista Host professionista",3761 € in totale Mostra il dettaglio dei prezzi  3761 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/5401000,3761,376.1
Appartamento ⋅ Castello,Signorile ampio appartamento vicino Piazza S.Marco,"Signorile ampio appartamento vicino Piazza S.Marco | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host professionista Host professionista",3460 € in totale Mostra il dettaglio dei prezzi  3460 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/904177851440853441,3460,346.0
Appartamento ⋅ Castello,"Appartamento Alle Ancore, Venezia centro, Biennale","Appartamento Alle Ancore, Venezia centro, Biennale | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host privato Host privato",3750 € in totale Mostra il dettaglio dei prezzi  3750 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/25536105,3750,375.0
Appartamento ⋅ Castello,"Appartamento di lusso Giardino, vicino a Piazza San Marco","Appartamento di lusso Giardino, vicino a Piazza San Marco | 1 camera da letto 1 camera da letto 1 letto matrimoniale , · 1 letto matrimoniale 1 bagno , · 1 bagno | Host professionista Host professionista",4720 € 4248 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/25000708,4248,424.8
Appartamento ⋅ Castello,L'Eclat du Jardin R&R,"L'Eclat du Jardin R&R | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 2 bagni , · 2 bagni | Host professionista Host professionista",8636 € in totale Mostra il dettaglio dei prezzi  8636 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1542083720446112766,8636,863.6
Appartamento ⋅ Castello,Ca' Melissa,"Ca' Melissa | 1 camera da letto 1 camera da letto 3 letti , · 3 letti Bagno di servizio , · Bagno di servizio | Host professionista Host professionista",3337 € 3057 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/28515468,3057,305.7
Appartamento ⋅ Castello,Casa Clodia | Biennale Luxury Stay,"Casa Clodia | Biennale Luxury Stay | 2 camere da letto 2 camere da letto 2 letti a 2 piazze , · 2 letti a 2 piazze 2 bagni , · 2 bagni | Host privato Host privato",5358 € in totale Mostra il dettaglio dei prezzi  5358 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1427626918899341234,5358,535.8
Appartamento ⋅ Castello,Nuovo appartamento di lusso Gold Venice Arsenale,"Nuovo appartamento di lusso Gold Venice Arsenale | 2 letti 2 letti 1 bagno , · 1 bagno | Host privato Host privato",1923 € 1769 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1613149442830276633,1769,176.9
Appartamento ⋅ Castello,Casa autentica tra San Marco e Biennale,"Casa autentica tra San Marco e Biennale | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host privato Host privato",3333 € in totale Mostra il dettaglio dei prezzi  3333 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1464275109624163861,3333,333.3
Alloggio (Castello),Appartamentino dietro San Marco,"Appartamentino dietro San Marco | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",3305 € in totale Mostra il dettaglio dei prezzi  3305 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1697981040863773383,3305,330.5
Alloggio (Castello),Ca' di Malta Room 7 di Wonderful Italy,"Ca' di Malta Room 7 di Wonderful Italy | 1 camera da letto 1 camera da letto 1 letto matrimoniale , · 1 letto matrimoniale 1 bagno , · 1 bagno | Host professionista Host professionista",2402 € in totale Mostra il dettaglio dei prezzi  2402 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1561661407533430047,2402,240.2
Appartamento ⋅ Castello,"Ca' Riello, appartamento a 300mt dall'Arsenale","Ca' Riello, appartamento a 300mt dall'Arsenale | 2 camere da letto 2 camere da letto 3 letti singoli , · 3 letti singoli 1 bagno , · 1 bagno | Host professionista Host professionista",4837 € in totale Mostra il dettaglio dei prezzi  4837 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/44566838,4837,483.7
Appartamento ⋅ Castello,Relax a 2 passi da S.Marco–Vista su piccolo canale,"Relax a 2 passi da S.Marco–Vista su piccolo canale | 1 camera da letto 1 camera da letto 1 letto a 2 piazze , · 1 letto a 2 piazze 1 bagno , · 1 bagno | Host privato Host privato",3366 € in totale Mostra il dettaglio dei prezzi  3366 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/21854616,3366,336.6
Appartamento ⋅ Castello,Corte Formenta,"Corte Formenta | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 2,5 bagni (anche di servizio) , · 2,5 bagni (anche di servizio) | Host professionista Host professionista",11.970 € in totale Mostra il dettaglio dei prezzi  11.970 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1548429736459015298,11970,1197.0
Appartamento ⋅ Castello,Terrazza di lusso a Venezia e balcone con vista su San Marco,"Terrazza di lusso a Venezia e balcone con vista su San Marco | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 2 bagni , · 2 bagni | Host professionista Host professionista",5440 € in totale Mostra il dettaglio dei prezzi  5440 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/39454678,5440,544.0
Appartamento ⋅ Castello,Vera Venezia Uno,"Vera Venezia Uno | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",4384 € in totale Mostra il dettaglio dei prezzi  4384 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/54372708,4384,438.4
Appartamento ⋅ Castello,Appartamento Superior Biennale R&R,"Appartamento Superior Biennale R&R | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 2 bagni , · 2 bagni | Host professionista Host professionista",4938 € in totale Mostra il dettaglio dei prezzi  4938 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/53604799,4938,493.8
Casa ⋅ Lido,Casa Giorgina,"Casa Giorgina | 2 camere da letto 2 camere da letto 6 letti , · 6 letti 2 bagni , · 2 bagni | Host privato Host privato",14.792 € 12.192 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1640537801421996522,12192,1219.2
Appartamento ⋅ Castello,Giardini biennale flat,"Giardini biennale flat | 1 camera da letto 1 camera da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host privato Host privato",3622 € 3312 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1683262152866841891,3312,331.2
Appartamento ⋅ Castello,La Casa del Pittore-Biennale Arsenale,"La Casa del Pittore-Biennale Arsenale | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 2 bagni , · 2 bagni | Host privato Host privato",4955 € 4526 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/14035254,4526,452.6
Appartamento ⋅ Castello,"Arco Apartment, Venezia Centro, Arsenale","Arco Apartment, Venezia Centro, Arsenale | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 2 bagni , · 2 bagni | Host professionista Host professionista",4777 € in totale Mostra il dettaglio dei prezzi  4777 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/44568550,4777,477.7
Casa ⋅ Castello,La vera Venezia come una persona del luogo,"La vera Venezia come una persona del luogo | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host professionista Host professionista",4718 € in totale Mostra il dettaglio dei prezzi  4718 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1459483713862763523,4718,471.8
Appartamento ⋅ Castello,"Appartamento di lusso, 3 pax, vicino a Piazza San Marco","Appartamento di lusso, 3 pax, vicino a Piazza San Marco | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host professionista Host professionista",5833 € in totale Mostra il dettaglio dei prezzi  5833 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/15812296,5833,583.3
Appartamento ⋅ Castello,[Venezia centro] 5 minuti da San Marco,"[Venezia centro] 5 minuti da San Marco | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",3963 € in totale Mostra il dettaglio dei prezzi  3963 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/820942402659816771,3963,396.3
Castello: stanza,Camera elegante e bagno privato,"Camera elegante e bagno privato | 1 letto 1 letto 1 bagno , · 1 bagno | Host privato Host privato",2785 € in totale Mostra il dettaglio dei prezzi  2785 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1179747391201190820,2785,278.5
Appartamento ⋅ Castello,Ca' del Papa – Appartamento di lusso Laguna,"Ca' del Papa – Appartamento di lusso Laguna | 3 camere da letto 3 camere da letto 4 letti , · 4 letti 2 bagni , · 2 bagni | Host professionista Host professionista",5862 € 5355 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1634670537815649842,5355,535.5
Appartamento ⋅ Castello,Ca' Navagero 3-Riva degli Schiavoni (con terrazza),"Ca' Navagero 3-Riva degli Schiavoni (con terrazza) | 2 camere da letto 2 camere da letto 2 letti a 2 piazze , · 2 letti a 2 piazze 3 bagni , · 3 bagni | Host professionista Host professionista",10.433 € in totale Mostra il dettaglio dei prezzi  10.433 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/23512302,10433,1043.3
Appartamento ⋅ Castello,Nel nome della rosa,"Nel nome della rosa | 1 camera da letto 1 camera da letto 1 letto a 2 piazze , · 1 letto a 2 piazze 1 bagno , · 1 bagno | Host professionista Host professionista",6002 € in totale Mostra il dettaglio dei prezzi  6002 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/25849656,6002,600.2
Appartamento ⋅ Castello,Ca’ Malatin – Casa Vacanza,"Ca’ Malatin – Casa Vacanza | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host privato Host privato",3576 € in totale Mostra il dettaglio dei prezzi  3576 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/5188488,3576,357.6
Appartamento ⋅ Castello,Hideaway Biennale - Vista sulla laguna,"Hideaway Biennale - Vista sulla laguna | 1 letto matrimoniale 1 letto matrimoniale 1 bagno , · 1 bagno | Host professionista Host professionista",6082 € in totale Mostra il dettaglio dei prezzi  6082 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/17244840,6082,608.2
Appartamento ⋅ Castello,Bacino San Marco: vista esclusiva R&r,"Bacino San Marco: vista esclusiva R&r | 3 camere da letto 3 camere da letto 3 letti a 2 piazze , · 3 letti a 2 piazze 3,5 bagni (anche di servizio) , · 3,5 bagni (anche di servizio) | Host professionista Host professionista",12.328 € in totale Mostra il dettaglio dei prezzi  12.328 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/34014328,12328,1232.8
Appartamento ⋅ San Marco,San Marco 2 min Vaporetto | Silenzioso,"San Marco 2 min Vaporetto | Silenzioso | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host privato Host privato",4621 € 4221 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1054283059928628507,4221,422.1
Appartamento ⋅ Castello,GuestHost - Appartamento Duplex Arsenale,"GuestHost - Appartamento Duplex Arsenale | 2 camere da letto 2 camere da letto 2 letti a 2 piazze , · 2 letti a 2 piazze 1,5 bagni (anche di servizio) , · 1,5 bagni (anche di servizio) | Host professionista Host professionista",4301 € in totale Mostra il dettaglio dei prezzi  4301 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/904929611448707983,4301,430.1
Appartamento ⋅ Castello,Vera Venezia Due,"Vera Venezia Due | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",4363 € in totale Mostra il dettaglio dei prezzi  4363 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/54364332,4363,436.3
Appartamento ⋅ Castello,Lion Palace Deluxe R&R,"Lion Palace Deluxe R&R | 1 camera da letto 1 camera da letto 1 letto a 2 piazze , · 1 letto a 2 piazze 2 bagni , · 2 bagni | Host professionista Host professionista",5409 € in totale Mostra il dettaglio dei prezzi  5409 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/49713213,5409,540.9
Appartamento ⋅ Castello,A 21 passi dalla Biennale di Venezia,"A 21 passi dalla Biennale di Venezia | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host professionista Host professionista",7052 € in totale Mostra il dettaglio dei prezzi  7052 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1478133895038051414,7052,705.2
Appartamento ⋅ Castello,"Appartamento luminoso, vista canale","Appartamento luminoso, vista canale | 2 camere da letto 2 camere da letto 1 bagno , · 1 bagno | Host professionista Host professionista",3501 € in totale Mostra il dettaglio dei prezzi  3501 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/50670240,3501,350.1
Alloggio (Castello),Autentica Casa Veneziana Ristrutturata a San Marco,"Autentica Casa Veneziana Ristrutturata a San Marco | 3 camere da letto 3 camere da letto 2 letti a 2 piazze , · 2 letti a 2 piazze 3 bagni , · 3 bagni | Host privato Host privato",5522 € in totale Mostra il dettaglio dei prezzi  5522 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1689203202454795388,5522,552.2
Appartamento ⋅ Castello,Appartamento romantico veneziano vicino all'ingresso dell'Arsenale,"Appartamento romantico veneziano vicino all'ingresso dell'Arsenale | 1 camera da letto 1 camera da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host privato Host privato",2077 € 1902 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1609702742836034754,1902,190.2
Castello: stanza,Appartamento Venice Rainbow Biennale 3,"Appartamento Venice Rainbow Biennale 3 | 1 letto 1 letto 1 bagno , · 1 bagno | Host privato Host privato",2320 € in totale Mostra il dettaglio dei prezzi  2320 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1314364005004963547,2320,232.0
Appartamento ⋅ Castello,Ca' Degli Schiavoni - Canal Grande View Penthouse,"Ca' Degli Schiavoni - Canal Grande View Penthouse | 3 camere da letto 3 camere da letto 4 letti , · 4 letti 3 bagni , · 3 bagni | Host privato Host privato",10.790 € in totale Mostra il dettaglio dei prezzi  10.790 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1577648500181316540,10790,1079.0
Appartamento ⋅ Castello,Loft Giardini Gold per l'inaugurazione della Biennale,"Loft Giardini Gold per l'inaugurazione della Biennale | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host privato Host privato",2760 € 2521 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1676893608312814407,2521,252.1
Appartamento ⋅ San Marco,Ca Ducale Steno charme a 2 minuti da San Marco,"Ca Ducale Steno charme a 2 minuti da San Marco | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",3980 € in totale Mostra il dettaglio dei prezzi  3980 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1503802846426640600,3980,398.0
Appartamento ⋅ Castello,doge's house,"doge's house | 2 camere da letto 2 camere da letto 2 letti , · 2 letti 2 bagni , · 2 bagni | Host professionista Host professionista",5689 € 4689 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1679749385307078283,4689,468.9
Appartamento ⋅ Castello,Ca delle Gorne,"Ca delle Gorne | 1 camera da letto 1 camera da letto 1 letto , · 1 letto 1 bagno , · 1 bagno | Host privato Host privato",4400 € in totale Mostra il dettaglio dei prezzi  4400 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1632591955070724620,4400,440.0
Castello: stanza,Accogliente camera economy nel cuore di Venezia,"Accogliente camera economy nel cuore di Venezia | 1 letto matrimoniale 1 letto matrimoniale 1 bagno , · 1 bagno | Host professionista Host professionista",2651 € in totale Mostra il dettaglio dei prezzi  2651 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/23462657,2651,265.1
Appartamento ⋅ Castello,CANAL DREAM nel cuore di VENEZIA San Marco e Biennale,"CANAL DREAM nel cuore di VENEZIA San Marco e Biennale | 1 camera da letto 1 camera da letto 1 letto a 2 piazze , · 1 letto a 2 piazze 1 bagno , · 1 bagno | Host privato Host privato",7116 € in totale Mostra il dettaglio dei prezzi  7116 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/53748479,7116,711.6
Appartamento ⋅ Castello,Festa di Carnevale in un appartamento dell'Arsenale,"Festa di Carnevale in un appartamento dell'Arsenale | 2 letti 2 letti 1 bagno , · 1 bagno | Host privato Host privato",1513 € 1395 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1613209590992756872,1395,139.5
Alloggio (Castello),Esperienza in barca Hotel galleggiante,"Esperienza in barca Hotel galleggiante | 2 camere da letto 2 camere da letto 2 letti matrimoniali , · 2 letti matrimoniali 1 bagno , · 1 bagno | Host privato Host privato",2911 € 2659 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/877337207890881386,2659,265.9
Appartamento ⋅ Castello,Piano Nobile con Vista Campo Bragora Lusso e Relax,"Piano Nobile con Vista Campo Bragora Lusso e Relax | 3 camere da letto 3 camere da letto 3 letti , · 3 letti 2 bagni , · 2 bagni | Host privato Host privato",8148 € in totale Mostra il dettaglio dei prezzi  8148 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/53229917,8148,814.8
Appartamento ⋅ Castello,Terrazza Acquamarina (centro storico),"Terrazza Acquamarina (centro storico) | 1 camera da letto 1 camera da letto 2 letti , · 2 letti 1 bagno , · 1 bagno | Host professionista Host professionista",5864 € in totale Mostra il dettaglio dei prezzi  5864 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/777989638097946158,5864,586.4
Appartamento ⋅ Castello,TERRACE 3BDR 2BATH TOP loc S.Marc/Biennale,"TERRACE 3BDR 2BATH TOP loc S.Marc/Biennale | 3 camere da letto 3 camere da letto 4 letti , · 4 letti 2 bagni , · 2 bagni | Host professionista Host professionista",7095 € in totale Mostra il dettaglio dei prezzi  7095 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/49360706,7095,709.5
Castello: stanza,Ca' Leone - Venezia Ampia stanza con bagno privato,"Ca' Leone - Venezia Ampia stanza con bagno privato | 2 letti 2 letti 1 bagno , · 1 bagno | Host professionista Host professionista",4790 € 4320 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/1178349577327642567,4320,432.0
Appartamento ⋅ Castello,Rilassati su una terrazza con vista sul canale!,"Rilassati su una terrazza con vista sul canale! | 2 camere da letto 2 camere da letto 3 letti , · 3 letti 1 bagno , · 1 bagno | Host professionista Host professionista",7010 € 6309 € in totale Mostra il dettaglio dei prezzi  Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/3169118,6309,630.9
Appartamento ⋅ Castello,"*Perfetta casa per la Biennale con terrazza, 5 CAMERE DA LETTO, 2,5 BAGNI.","*Perfetta casa per la Biennale con terrazza, 5 CAMERE DA LETTO, 2,5 BAGNI. | 5 camere da letto 5 camere da letto 8 letti , · 8 letti 2,5 bagni (anche di servizio) , · 2,5 bagni (anche di servizio) | Host professionista Host professionista",10.150 € in totale Mostra il dettaglio dei prezzi  10.150 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/51757849,10150,1015.0
Appartamento ⋅ Lido di Venezia,"OASIS-Blue Lagoon Apt, 5 pax, vista laguna.","OASIS-Blue Lagoon Apt, 5 pax, vista laguna. | 3 camere da letto 3 camere da letto 5 letti , · 5 letti 1,5 bagni (anche di servizio) , · 1,5 bagni (anche di servizio) | Host privato Host privato",15.240 € in totale Mostra il dettaglio dei prezzi  15.240 € in totale,No,No,https://www.airbnb.it/rooms/7681285,15240,1524.0
Appartamento ⋅ Venezia,"*Perfetta casa per la Biennale con terrazza, 5 CAMERE DA LETTO, 2,5 BAGNI.","*Perfetta casa per la Biennale con terrazza, 5 CAMERE DA LETTO, 2,5 BAGNI. | 5 camere da letto 5 camere da letto 8 letti , · 8 letti 2,5 bagni (anche di servizio) , · 2,5 bagni (anche di servizio) | Host professionista Host professionista",10.150 € in totale Mostra il dettaglio dei prezzi  10.150 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/51757849,10150,1015.0
Appartamento ⋅ Venezia,Appartamento Giardini Venezia Biennale,"Appartamento Giardini Venezia Biennale | 1 camera da letto 1 camera da letto 2 letti singoli , · 2 letti singoli 1 bagno , · 1 bagno | Host privato Host privato",5627 € in totale Mostra il dettaglio dei prezzi  5627 € in totale Cancellazione gratuita,No,Sì,https://www.airbnb.it/rooms/23122806,5627,562.7
